-2.0000140661084918 -1.9999987920803926 (-0.0005632149303667771, 3.653525440455146e-05) | 2.1116104073887055e-06 2.1119269808800656e-06 (2.112185697419088e-06, 2.1118852525797563e-06) | -2.666685421477989 -2.6666650561071896 (-0.0007509532404859207, 4.871367253907706e-05) | 2.1116030314144705e-06 2.111927750053235e-06 (2.111875772703324e-06, 2.1119080300071665e-06) | 1.333328644641943 1.3333337359847104 (-0.0001877380871461796, 1.217864114435859e-05) | 
-2.0000171325095564 -1.9999985958254873 (-0.0006163881061040027, 3.5736701299956554e-05) | 2.1231101175741653e-06 2.1234561885084645e-06 (2.123741683313743e-06, 2.123415293101506e-06) | -2.666689510012742 -2.666664794433982 (-0.000821850808134821, 4.7648935066229634e-05) | 2.1231010542272647e-06 2.1234570811781955e-06 (2.123398615636344e-06, 2.1234379770802325e-06) | 1.3333276225094688 1.333333801404233 (-0.0002054624766203514, 1.1912459217711275e-05) | 
-2.0000204884098403 -1.999998377941547 (-0.000669032835690772, 4.1356711273566793e-05) | 2.1346727438606376e-06 2.1350517604461433e-06 (2.1353602938685677e-06, 2.1350048805117453e-06) | -2.666693984546454 -2.666664503922062 (-0.0008920437809163615, 5.51422816976494e-05) | 2.134661812695548e-06 2.135052790085317e-06 (2.134983711398696e-06, 2.1350309178558016e-06) | 1.333326503877268 1.3333338740334477 (-0.00022301071735101157, 1.3785798344228547e-05) | 
-2.00002413093224 -1.9999981522604968 (-0.0007211595640142445, 4.341562163484278e-05) | 2.146298627205569e-06 2.1467087406944832e-06 (2.147041873102342e-06, 2.146659643602816e-06) | -2.666698841242987 -2.6666642030139953 (-0.0009615460853467524, 5.78874955126202e-05) | 2.146285645752349e-06 2.1467099134501235e-06 (2.146631399078163e-06, 2.1466871670566532e-06) | 1.3333252897043755 1.3333339492617124 (-0.00024038629096692117, 1.4472104293460427e-05) | 
-2.000028057256518 -1.9999979061873254 (-0.0007727785757241106, 4.5502243192669316e-05) | 2.1579881104394028e-06 2.1584293801522053e-06 (2.158786766861364e-06, 2.1583780362216176e-06) | -2.6667040763420244 -2.666663874916433 (-0.0010303714342922458, 6.066965758965206e-05) | 2.1579728941768466e-06 2.1584307091462104e-06 (2.158342019535786e-06, 2.1584070976815856e-06) | 1.3333239809308703 1.3333340312873647 (-0.00025759262568434847, 1.5167647335533402e-05) | 
-2.000032264618432 -1.9999976485003321 (-0.000823899997848145, 5.0298762557260885e-05) | 2.1697415382755282e-06 2.170215481667217e-06 (2.170595322829604e-06, 2.170158941144578e-06) | -2.6667096861579096 -2.6666635313337754 (-0.001098533330456538, 6.70650167423661e-05) | 2.169723900604023e-06 2.17021697554873e-06 (2.170115915415431e-06, 2.1701910388284167e-06) | 1.333322578478167 1.3333341171843047 (-0.00027463309717891984, 1.67664896743094e-05) | 
-2.000036750308875 -1.9999973778342819 (-0.0008745338024455544, 4.8615908547123055e-05) | 2.1815592573202864e-06 2.1820624060068902e-06 (2.1824678905389836e-06, 2.1820076978844065e-06) | -2.6667156670785004 -2.6666631704457076 (-0.0011660450699185695, 6.482121139543608e-05) | 2.181539009534372e-06 2.1820640741545244e-06 (2.181953431153434e-06, 2.182039343217124e-06) | 1.3333210832493012 1.3333342074076104 (-0.0002915110294700691, 1.6205540915717726e-05) | 
-2.0000415116730337 -1.9999970891044396 (-0.000924689809121958, 5.44300491296073e-05) | 2.19344161608303e-06 2.1939781122349795e-06 (2.1944048213796246e-06, 2.1939170555861235e-06) | -2.6667220155640448 -2.666662785472585 (-0.0012329197454858307, 7.257339883866243e-05) | 2.1934185673436567e-06 2.1939799672771923e-06 (2.1938549129882437e-06, 2.193952373704749e-06) | 1.333319496129211 1.333334303652195 (-0.00030822969575936443, 1.814359038334288e-05) | 
-2.0000465461095556 -1.9999967922409898 (-0.000974377687662794, 5.649481349665099e-05) | 2.205388964986243e-06 2.2059568187498537e-06 (2.206406468610297e-06, 2.2058934914582157e-06) | -2.666728728146074 -2.6666623896546517 (-0.0012991702502055693, 7.532641799463062e-05) | 2.2053629222927215e-06 2.2059588678264895e-06 (2.205820708970195e-06, 2.2059304621928335e-06) | 1.3333178179850136 1.3333344026079963 (-0.00032479231930831006, 1.8831847807470413e-05) | 
-2.0000518510697365 -1.9999964748823684 (-0.0010236069604631687, 5.854225798624582e-05) | 2.2174016563757106e-06 2.2180009162798357e-06 (2.218473187368769e-06, 2.2179353387202737e-06) | -2.666735801426315 -2.6666619665098232 (-0.001364809280604591, 7.805634398065976e-05) | 2.2173724245373578e-06 2.2180031736004466e-06 (2.2178511689712362e-06, 2.2179739914820485e-06) | 1.3333160496662777 1.3333345083955355 (-0.00034120207424829624, 1.9514331967965452e-05) | 
-2.0000574240567155 -1.999996147182176 (-0.00107238700501415, 6.312137920295596e-05) | 2.2294800445307517e-06 2.2301121827509163e-06 (2.2306053346822744e-06, 2.2300415224665312e-06) | -2.6667432320756204 -2.6666615295762335 (-0.0014298493400043183, 8.416183893617099e-05) | 2.2294474261382193e-06 2.2301146571767298e-06 (2.2299466446947464e-06, 2.2300832967031106e-06) | 1.3333141920052902 1.33333461763028 (-0.00035746208640936405, 2.104070840015701e-05) | 
-2.0000632626246877 -1.9999958070468022 (-0.001120727056311387, 6.127850217614766e-05) | 2.2416244856745064e-06 2.2422859813910997e-06 (2.242803269478042e-06, 2.2422173998744595e-06) | -2.6667510168329165 -2.6666610760624017 (-0.0014943027417322798, 8.170466956698541e-05) | 2.241588281070796e-06 2.242288682885889e-06 (2.2421074896853916e-06, 2.2422587419109054e-06) | 1.3333122458173197 1.3333347310100991 (-0.0003735754341230778, 2.0426418780262337e-05) | 
-2.0000693643781275 -1.999995449356219 (-0.0011686362092015283, 6.707775402251302e-05) | 2.2538353379842795e-06 2.2545305408025713e-06 (2.2550673525937963e-06, 2.2544554701311997e-06) | -2.666759152504169 -2.6666605991416237 (-0.0015581816122506719, 8.943700536202417e-05) | 2.2537953452354365e-06 2.2545334827695865e-06 (2.254334059338998e-06, 2.254500700049848e-06) | 1.3333102119008746 1.3333348502416709 (-0.00038954514900466493, 2.2359505481715286e-05) | 
-2.000075726971026 -1.9999950841404197 (-0.0012161234207908609, 6.899794011670913e-05) | 2.2661129616019415e-06 2.266839765494959e-06 (2.267397946788461e-06, 2.266762543414444e-06) | -2.666767635961367 -2.6666601121872247 (-0.0016214978943678733, 9.199725348749927e-05) | 2.2660689764674287e-06 2.2668429555684206e-06 (2.2666267109125308e-06, 2.26680951194996e-06) | 1.3333080910379584 1.333334971981662 (-0.0004053742167558954, 2.299957029567049e-05) | 
-2.00008234810614 -1.9999946990702515 (-0.001263197512696629, 7.095103253513907e-05) | 2.2784577186443905e-06 2.2792162134579924e-06 (2.2797954167527646e-06, 2.279136805619235e-06) | -2.666776464141519 -2.6666595987603334 (-0.0016842633502402082, 9.460137671194473e-05) | 2.278409534547131e-06 2.279219666541537e-06 (2.278985803534054e-06, 2.279185570893596e-06) | 1.3333058839943188 1.3333351003397915 (-0.0004210655779155216, 2.3650603914838167e-05) | 
-2.0000892255342566 -1.9999943042492094 (-0.0013098671733223627, 7.543865107693972e-05) | 2.2908699732140674e-06 2.291661684989006e-06 (2.2922601291199722e-06, 2.291577178921459e-06) | -2.6667856340456746 -2.6666590723322776 (-0.0017464895644057124, 0.0001005848681008788) | 2.29081738121016e-06 2.2916654105293783e-06 (2.291411698212766e-06, 2.29162922136498e-06) | 1.3333035915196936 1.3333352319482281 (-0.0004366221286177206, 2.514647960609511e-05) | 
-2.000096357053466 -1.9999938973856703 (-0.0013561409601041778, 7.332543361532506e-05) | 2.3033500914095342e-06 2.304171310780838e-06 (2.304792452476677e-06, 2.304089273138088e-06) | -2.6667951427379535 -2.6666585298475587 (-0.0018081879467792064, 9.776724481858614e-05) | 2.303292880157633e-06 2.304175319413173e-06 (2.3039047578490873e-06, 2.3041408379138472e-06) | 1.333301214348053 1.333335367570845 (-0.00045204672134086156, 2.444207666024911e-05) | 
-2.0001037405084485 -1.9999934737521279 (-0.0014020273016423863, 7.918750287210146e-05) | 2.3158984413361072e-06 2.3167538412633757e-06 (2.3173927573735563e-06, 2.316665085257518e-06) | -2.6668049873445967 -2.6666579650028353 (-0.0018693697354944343, 0.00010558333716080692) | 2.3158363970664634e-06 2.3167581470253584e-06 (2.3164653472447476e-06, 2.316720802866505e-06) | 1.3332987531978369 1.3333355087834795 (-0.0004673421656180414, 2.639610265254004e-05) | 
-2.0001113737897747 -1.9999930430290733 (-0.001447534499946123, 8.098161553424498e-05) | 2.328515393116551e-06 2.3294027119546733e-06 (2.3300614163363468e-06, 2.3293119145706733e-06) | -2.666815165053031 -2.66665739070543 (-0.0019300459998969068, 0.00010797548737684511) | 2.3284482995997137e-06 2.329407323072835e-06 (2.3290938331130012e-06, 2.329369467257161e-06) | 1.3332962087721887 1.3333356523593005 (-0.0004825112287852947, 2.6994143144838593e-05) | 
-2.000119254833214 -1.9999925929350835 (-0.0014926707324956696, 8.287080543326251e-05) | 2.3412013189018318e-06 2.342120696609022e-06 (2.3427988038767094e-06, 2.3420277516790207e-06) | -2.6668256731109494 -2.66665679058011 (-0.0019902276432936642, 0.0001104944072420397) | 2.3411289574170018e-06 2.342125628781565e-06 (2.3417905840888088e-06, 2.342087235107037e-06) | 1.3332935817591856 1.3333358023921158 (-0.0004975566366690345, 2.7623876081605278e-05) | 
-2.000127381619058 -1.9999921336960624 (-0.001537444054362271, 8.726432920045288e-05) | 2.3539565928819293e-06 2.354909591409747e-06 (2.355605296503256e-06, 2.354811542663394e-06) | -2.666836508825408 -2.6666561782614155 (-0.0020499254057796956, 0.00011635243893145836) | 2.3538787421849634e-06 2.354914854664754e-06 (2.354555970739115e-06, 2.3548744601142162e-06) | 1.3332908728320636 1.3333359554732915 (-0.0005124810742926576, 2.9088387007125792e-05) | 
-2.0001357521714547 -1.9999916627550132 (-0.0015818624002011303, 8.488259751566553e-05) | 2.36678159129671e-06 2.367764307067226e-06 (2.368481272732511e-06, 2.367669138067718e-06) | -2.6668476695619368 -2.6666555503400167 (-0.0021091498668952694, 0.0001131767966848995) | 2.3666980275877713e-06 2.3677699127513603e-06 (2.367390365573118e-06, 2.367731527783717e-06) | 1.3332880826494404 1.333336112455159 (-0.0005272871865408766, 2.8294479481061494e-05) | 
-2.000144364557751 -1.999991175743182 (-0.0016259335863608938, 9.083298091853277e-05) | 2.379676692446857e-06 2.3806941498697213e-06 (2.3814271131001157e-06, 2.3805919992211192e-06) | -2.666859152743665 -2.666654900990909 (-0.002167911448438577, 0.00012111064122187128) | 2.3795871893377096e-06 2.3807001127156597e-06 (2.380294143052676e-06, 2.380658830139526e-06) | 1.3332852118555338 1.3333362747939712 (-0.0005419775788628809, 3.0277943684704458e-05) | 
-2.00015321688785 -1.9999906820288207 (-0.0016696653128055732, 9.24962060487544e-05) | 2.3926422767048655e-06 2.393692033034851e-06 (2.3944432001719078e-06, 2.3935879683597364e-06) | -2.6668709558504635 -2.6666542427050937 (-0.0022262204170282974, 0.00012332827472864274) | 2.392546605185805e-06 2.393698361896442e-06 (2.393267679602673e-06, 2.3936567286373756e-06) | 1.3332822610803763 1.3333364393669767 (-0.0005565548179129785, 3.083235516410075e-05) | 
-2.000162307313577 -1.999990169380978 (-0.0017130651651059662, 9.434342939921343e-05) | 2.4056787265260945e-06 2.4067609900736988e-06 (2.4075299185551404e-06, 2.406654797360005e-06) | -2.6668830764180993 -2.666653559174637 (-0.0022840868867588238, 0.00012579123919572075) | 2.4055766549325144e-06 2.406767701487785e-06 (2.4063113536214695e-06, 2.4067256383254413e-06) | 1.3332792309400263 1.3333366102511595 (-0.0005710214322144012, 3.144809941755967e-05) | 
-2.000171634028056 -1.999989648133079 (-0.0017561406163529737, 9.86542639031325e-05) | 2.4187864264598823e-06 2.4199027891703377e-06 (2.420687654909767e-06, 2.4197914806537465e-06) | -2.666895512037405 -2.6666528641774385 (-0.0023415208217513546, 0.00013153901853407156) | 2.4186777204384695e-06 2.419909893789345e-06 (2.4194255454914107e-06, 2.4198659223992724e-06) | 1.333276122036776 1.3333367840020454 (-0.0005853799127970785, 3.288504742336131e-05) | 
-2.0001811952650996 -1.9999891154649203 (-0.0017988990290114936, 9.599056176428242e-05) | 2.4319657631607213e-06 2.4331121038000358e-06 (2.4339167979596823e-06, 2.433004127343889e-06) | -2.666908260353463 -2.6666521539532266 (-0.0023985320386257507, 0.00012798741568205546) | 2.4318501856352777e-06 2.4331196137297624e-06 (2.432610637589332e-06, 2.4330779776353265e-06) | 1.3332729349593548 1.333336961559701 (-0.000599632713815601, 3.199714991577953e-05) | 
-2.0001909892986034 -1.9999885674134874 (-0.0018413476568602694, 0.00010206181985740191) | 2.445217125399496e-06 2.44639886321832e-06 (2.447217738504197e-06, 2.4462835964804803e-06) | -2.666921319064801 -2.6666514232179828 (-0.002455130209086998, 0.00013608242647265568) | 2.4450944365363826e-06 2.4464067939097074e-06 (2.4458670142971952e-06, 2.4463622058863166e-06) | 1.333269670283131 1.3333371442451334 (-0.0006137822531958378, 3.402090585459889e-05) | 
-2.000201014441956 -1.9999880129308125 (-0.0018834936467711345, 0.00010358931644372916) | 2.458540904074781e-06 2.4597553836875423e-06 (2.4605908694294127e-06, 2.4596383486074665e-06) | -2.666934685922605 -2.66665068390775 (-0.00251132486229754, 0.0001381190885875258) | 2.45841086124798e-06 2.4597637447009904e-06 (2.4591950620127027e-06, 2.4597189795931965e-06) | 1.3332663285703084 1.3333373290743298 (-0.0006278309132280164, 3.4530074659633595e-05) | 
-2.0002112690474583 -1.9999874399268402 (-0.0019253440405416575, 0.00010541814378076416) | 2.471937492224205e-06 2.473185011009448e-06 (2.474036585719728e-06, 2.473065844811417e-06) | -2.6669483587299405 -2.6666499199024534 (-0.002567125387320796, 0.00014055752503666185) | 2.4717998499799913e-06 2.47319381975718e-06 (2.4725951691599914e-06, 2.4731487249126757e-06) | 1.3332629103701206 1.3333375200773105 (-0.0006417810411776057, 3.513968708413135e-05) | 
-2.000221751505748 -1.9999868588191894 (-0.0019669057766091686, 0.00010965527828859398) | 2.485407285035872e-06 2.4866894560200524e-06 (2.487555284469317e-06, 2.4865651578111918e-06) | -2.666962335340993 -2.6666491450922525 (-0.002622541035406536, 0.0001462070377135162) | 2.485261795057099e-06 2.48669872381895e-06 (2.486067726200334e-06, 2.4866518148512166e-06) | 1.3332594162190214 1.3333377137815356 (-0.000655634949856657, 3.655206860201085e-05) | 
-2.0002324602452406 -1.9999862665208745 (-0.002008185691886323, 0.00010669662950863044) | 2.49895067985985e-06 2.5002631409799944e-06 (2.5011473648938404e-06, 2.500142669850752e-06) | -2.666976613660316 -2.6666483553611666 (-0.002677580922438297, 0.00014226217267330365) | 2.4987970909298354e-06 2.5002728807432302e-06 (2.4996131256429753e-06, 2.5002286577958166e-06) | 1.333255846640873 1.3333379112159993 (-0.0006693949182356593, 3.556585572672881e-05) | 
-2.0002433937315733 -1.9999856594850927 (-0.002049190523416746, 0.00011291987029947824) | 2.5125680762197205e-06 2.513916686684498e-06 (2.5148132283420266e-06, 2.513788569673587e-06) | -2.6669911916420928 -2.666647545980124 (-0.002732254031140909, 0.00015055982706082868) | 2.5124061341857335e-06 2.5139269146272027e-06 (2.5132317620559306e-06, 2.5138796656472844e-06) | 1.3332522021471296 1.3333381135629725 (-0.0006830631919954211, 3.7640272746163395e-05) | 
-2.0002545504670644 -1.9999850462342907 (-0.0020899269100830386, 0.0001143047906476087) | 2.5262598758241924e-06 2.5276417335130024e-06 (2.5285532783074136e-06, 2.5275120156798405e-06) | -2.667006067289414 -2.6666467283123882 (-0.002786569213357835, 0.00015240638752472258) | 2.5260893235605365e-06 2.5276524599504654e-06 (2.5269240320768715e-06, 2.527605222197975e-06) | 1.3332484832370186 1.3333383179816365 (-0.0006966419840964043, 3.810191632178166e-05) | 
-2.000265928990176 -1.9999844148269907 (-0.002130401394280374, 0.00011613950051770632) | 2.5400264825787784e-06 2.5414419979756813e-06 (2.542367920440143e-06, 2.5413101203281905e-06) | -2.6670212386535628 -2.666645886435987 (-0.0028405351922826364, 0.0001548526673512271) | 2.5398470599494654e-06 2.5414532412506115e-06 (2.5406903344240717e-06, 2.5414057649925533e-06) | 1.3332446903977195 1.333338528452486 (-0.000710133475336591, 3.871348977596963e-05) | 
-2.0002775278749914 -1.9999837757308545 (-0.0021706204235006897, 0.00012032964568687676) | 2.5538683025975375e-06 2.5553191110457134e-06 (2.5562575625587144e-06, 2.5551820577587176e-06) | -2.667036703833316 -2.666645034307806 (-0.002894160564571225, 0.0001604395275764862) | 2.5536797464185467e-06 2.5553308832060304e-06 (2.554531069907342e-06, 2.5552816772022285e-06) | 1.3332408241045384 1.3333387414862998 (-0.0007235398148795465, 4.011020836833397e-05) | 
-2.0002893457306956 -1.9999831255780771 (-0.0022105903520226317, 0.00011699299592390471) | 2.5677857442148797e-06 2.569267161930571e-06 (2.5702226146620025e-06, 2.5691345658286617e-06) | -2.6670524609742547 -2.666644167437436 (-0.002947453802595125, 0.0001559906612255451) | 2.5675877882159997e-06 2.569279476772531e-06 (2.5684466414391247e-06, 2.569233379202304e-06) | 1.33323688482108 1.3333389582056794 (-0.0007368631208177344, 3.899799535474647e-05) | 
-2.00030138120107 -1.9999824610224306 (-0.0022503174424376377, 0.000123582211155015) | 2.5817792179974375e-06 2.5832977551069217e-06 (2.584263488941126e-06, 2.583156871685156e-06) | -2.667068508268087 -2.666643281363241 (-0.0030004232564762486, 0.00016477628153336834) | 2.5815715927836845e-06 2.5833106298525385e-06 (2.58243745404553e-06, 2.583261293750981e-06) | 1.3332328729994176 1.333339179726036 (-0.0007501054806812118, 4.119440404580795e-05) | 
-2.0003136329639926 -1.9999817903293593 (-0.0022898078672481553, 0.0001246502275953074) | 2.595849136756002e-06 2.5974013817762622e-06 (2.5983805997915015e-06, 2.59725930528308e-06) | -2.6670848439519834 -2.666642387105812 (-0.003053077156217856, 0.00016620030345342523) | 2.59563156976861e-06 2.5974148275848724e-06 (2.596503914877487e-06, 2.5973658158995355e-06) | 1.333228789080259 1.3333394032922201 (-0.0007632689519703667, 4.155041317903801e-05) | 
-2.000326099730947 -1.999981101014527 (-0.0023290677103262347, 0.00012686894459669915) | 2.6099959155575227e-06 2.6115827570931183e-06 (2.6125743638248445e-06, 2.6114380040270948e-06) | -2.6671014663079218 -2.6666414680193697 (-0.0031054236136493414, 0.00016915859278826746) | 2.6097681310345006e-06 2.611596793849296e-06 (2.610646433221886e-06, 2.6115473966958934e-06) | 1.3332246334931097 1.3333396330656775 (-0.0007763555626421172, 4.228998920606252e-05) | 
-2.0003387802465395 -1.9999804046844492 (-0.0023681029685173093, 0.00013125047517146692) | 2.6242199717371752e-06 2.6258429780095263e-06 (2.6268451998814184e-06, 2.6256926968181867e-06) | -2.6671183736620447 -2.6666405395792663 (-0.0031574706245646117, 0.0001750006335542675) | 2.623981690673428e-06 2.625857618347119e-06 (2.6248654205128712e-06, 2.625806426929368e-06) | 1.3332204066564342 1.333339865177571 (-0.0007893673116445042, 4.3750503131502016e-05) | 
-2.0003516732880278 -1.9999796957998361 (-0.0024069195530725166, 0.00012481025872935662) | 2.638521724910494e-06 2.640173921232293e-06 (2.6411935290421475e-06, 2.6400323596970068e-06) | -2.667135564384028 -2.6666395943997823 (-0.0032092260706318475, 0.00016641367829775148) | 2.6382726650175006e-06 2.6401891807388807e-06 (2.639161290343079e-06, 2.6401433442946006e-06) | 1.3332161089778138 1.3333401014743282 (-0.0008023061693941323, 4.160376809125614e-05) | 
-2.000364777664851 -1.9999789745670904 (-0.0024455232911110873, 0.00013461488403849965) | 2.6529015969855727e-06 2.6545938551629478e-06 (2.6556197746408986e-06, 2.6544395741595714e-06) | -2.6671530368864587 -2.6666386327561207 (-0.0032606977213433495, 0.00017948651204289357) | 2.652641472650615e-06 2.654609751376534e-06 (2.6535344584749847e-06, 2.6545585738652216e-06) | 1.3332117408541022 1.3333403418871534 (-0.0008151740782636316, 4.487198034416918e-05) | 
-2.0003780922181753 -1.9999782458689734 (-0.002483919927090983, 0.00013349926440333826) | 2.6673600121753272e-06 2.6690852591529004e-06 (2.670124362276817e-06, 2.668932709148301e-06) | -2.667170789624224 -2.666637661158631 (-0.003311893235976396, 0.00017799901919561903) | 2.667088534420269e-06 2.669101804715844e-06 (2.6679853428522978e-06, 2.669052530548496e-06) | 1.3332073026715778 1.3333405847884545 (-0.0008279729530718719, 4.4500110989802395e-05) | 
-2.0003916158204422 -1.9999774983432572 (-0.0025221151241348813, 0.00013800880507978982) | 2.6818973970098327e-06 2.68365954298317e-06 (2.684707719826627e-06, 2.6835012294991175e-06) | -2.667188821093912 -2.666636664457677 (-0.0033628201653612194, 0.0001840117400971461) | 2.6816142734494394e-06 2.6836767595117353e-06 (2.6825143636113586e-06, 2.6836256749010345e-06) | 1.3332027948060936 1.333340833965644 (-0.0008407046815259556, 4.600329511537659e-05) | 
-2.000405347374925 -1.9999767455360886 (-0.0025601144655390895, 0.00014256362235584257) | 2.6965141803487206e-06 2.6983134367111258e-06 (2.6993702774571915e-06, 2.6981492511929872e-06) | -2.6672071298332214 -2.6666356607147863 (-0.003413485953892889, 0.0001900848297981305) | 2.696219115148518e-06 2.698331336606604e-06 (2.697121943092684e-06, 2.6982784032870397e-06) | 1.333198217623225 1.3333410849033394 (-0.0008533711247241907, 4.7521571483525685e-05) | 
-2.000419285815296 -1.9999759768056944 (-0.0025979234560715415, 0.00014143466812868962) | 2.7112107933936497e-06 2.7130434901183734e-06 (2.7141124676379407e-06, 2.7128811076186628e-06) | -2.6672257144203813 -2.666634635740928 (-0.0034638979412619803, 0.00018857955749482588) | 2.7109034872273125e-06 2.713062092720714e-06 (2.7118085058524746e-06, 2.7130111792612577e-06) | 1.3331935714784156 1.3333413411487967 (-0.0008659741175887558, 4.7145257393254805e-05) | 
-2.000433430105197 -1.9999751990139802 (-0.00263554752333736, 0.00014602468144934207) | 2.725987669700841e-06 2.727857852050413e-06 (2.7289347251534776e-06, 2.7276895142867592e-06) | -2.6672445734735817 -2.66663359868531 (-0.0035140633642753182, 0.00019469957525524874) | 2.72566781970711e-06 2.7278771731767235e-06 (2.7265744786742215e-06, 2.727824421637756e-06) | 1.3331888567171175 1.333341600414717 (-0.0008785154693208871, 4.8675265863083567e-05) | 
-2.000447779237821 -1.9999744096647754 (-0.0026729920190726817, 0.0001406721647528628) | 2.7408452451936815e-06 2.742746287996406e-06 (2.743837487116129e-06, 2.7425855874646066e-06) | -2.6672637056504125 -2.666632546219703 (-0.00356398935858108, 0.000187562886326149) | 2.740512544932803e-06 2.7427663441680485e-06 (2.741420290580316e-06, 2.7427185768804836e-06) | 1.3331840736749339 1.3333418635331546 (-0.0008909969638321539, 4.689109770372231e-05) | 
